region,month,temperature_c,humidity_pct,pressure_hpa,wind_speed_kph,precip_mm,cloud_cover_pct,condition
Central,1,15.59,37.92,1013.06,6.89,8.98,50.58,Sunny
North,3,28.81,54.32,1006.51,13.3,9.19,21.12,Cloudy
South,1,18.49,53.04,1005.69,18.01,12.22,48.2,Sunny
West,12,19.16,40.64,1008.54,8.21,2.5,18.27,Sunny
Central,3,27.95,57.47,1012.43,10.75,8.35,28.34,Cloudy
East,5,35.75,60.95,1008.27,14.43,8.5,28.13,Sunny
East,1,23.35,50.97,1005.36,10.74,12.11,41.35,Sunny
East,2,21.36,45.21,1006.58,9.7,14.65,51.14,Cloudy
South,2,17.31,42.8,1010.59,8.72,16.12,74.86,Sunny
Central,11,20.91,71.79,1001.96,12.3,16.73,44.53,Rain
East,10,25.53,77.41,1014.48,13.41,13.0,45.73,Rain
South,3,34.67,60.87,1013.51,12.34,19.09,75.28,Sunny
East,7,26.35,92.6,1007.7,18.03,27.55,100.0,Storm
East,3,39.22,61.54,1007.46,8.99,8.5,35.35,Sunny
Central,2,17.27,41.13,1011.66,12.61,6.25,28.34,Sunny
South,8,24.94,100.0,1003.76,5.12,27.07,100.0,Rain
North,10,24.91,59.29,998.05,11.53,9.48,49.31,Sunny
South,6,30.55,80.8,1005.67,18.95,18.5,74.94,Rain
South,4,31.64,52.22,1003.4,12.85,8.0,24.65,Sunny
South,12,25.13,46.57,1010.48,6.94,11.66,37.19,Cloudy
West,9,31.02,83.06,1000.66,10.15,20.97,73.08,Rain
East,9,27.72,91.61,1001.88,14.2,26.42,98.35,Rain
North,6,23.97,67.49,1012.57,7.51,17.41,50.4,Rain
South,4,38.48,53.38,1009.28,8.69,8.0,16.77,Sunny
East,4,34.72,51.81,1003.1,11.79,14.51,50.59,Cloudy
West,7,25.17,75.76,1003.12,13.36,17.62,72.55,Rain
South,6,29.73,80.28,999.32,9.96,28.57,100.0,Rain
Central,2,20.86,43.02,1008.42,10.07,13.36,40.65,Sunny
Central,10,25.15,77.55,1009.6,13.95,10.5,47.05,Cloudy
South,4,41.46,63.64,1008.68,12.81,8.0,20.97,Sunny
West,6,27.93,71.16,1016.19,7.69,22.84,52.77,Rain
South,1,28.05,52.8,1008.33,4.54,18.08,48.66,Sunny
West,8,27.19,92.26,1009.32,12.77,18.69,87.99,Rain
South,7,30.9,85.55,1002.25,14.61,24.17,74.26,Rain
East,6,25.33,97.9,1004.86,5.91,22.98,76.82,Rain
West,3,41.08,53.36,1009.38,12.69,9.75,50.93,Sunny
North,12,17.6,41.35,1012.59,9.03,12.11,30.41,Fog
West,9,26.2,74.76,1008.44,15.42,19.88,62.24,Rain
South,12,21.42,58.43,1001.26,11.88,12.91,37.8,Cloudy
West,2,16.4,37.82,1018.83,7.5,10.71,40.09,Cloudy
West,3,33.82,49.77,1008.08,9.63,6.28,9.95,Cloudy
East,10,20.28,75.68,1006.46,17.27,13.0,44.73,Rain
Central,4,34.5,64.68,1010.32,12.49,6.0,41.39,Cloudy
Central,4,32.38,42.18,1006.22,13.06,6.87,31.69,Cloudy
West,8,25.02,79.34,1015.9,13.94,23.89,94.43,Rain
West,2,18.78,41.51,1009.79,8.53,15.79,63.94,Cloudy
East,11,27.65,83.57,1009.06,7.88,16.97,52.37,Rain
North,6,24.7,68.06,1009.04,9.73,16.22,60.46,Rain
South,8,28.91,87.75,1003.44,17.89,20.75,77.57,Rain
West,12,21.39,25.58,1022.28,11.7,4.21,1.49,Sunny
North,6,24.95,68.61,1008.54,14.06,27.64,100.0,Cloudy
Central,4,32.37,57.67,1006.9,18.32,19.44,77.02,Cloudy
Central,4,32.02,42.89,1004.57,7.89,19.43,67.01,Cloudy
South,6,24.49,87.75,995.97,10.99,18.5,73.2,Rain
Central,10,22.31,73.58,1011.75,9.18,16.1,66.71,Rain
South,7,31.45,82.0,1008.97,4.42,24.25,98.24,Rain
West,7,27.79,76.58,1006.6,14.51,14.0,50.56,Rain
Central,4,31.16,62.51,1014.12,10.28,6.0,35.13,Cloudy
East,2,21.22,49.85,1014.05,15.89,7.5,27.1,Sunny
North,8,20.98,51.26,1006.4,11.69,17.3,47.4,Rain
North,8,27.57,66.0,1008.96,21.73,19.3,79.64,Cloudy
North,12,21.08,35.83,1005.48,12.95,11.52,45.52,Fog
South,5,39.29,66.83,1016.13,7.48,8.0,40.31,Cloudy
North,10,17.12,49.07,1003.83,13.24,16.62,69.47,Cloudy
South,1,21.35,50.46,1015.02,7.04,11.05,50.58,Cloudy
Central,3,29.67,52.34,1007.34,13.6,6.0,5.77,Sunny
West,7,25.01,81.32,1011.27,10.1,14.0,48.15,Rain
East,6,23.45,89.7,1005.44,21.92,32.47,95.34,Storm
North,9,28.43,71.95,999.02,10.6,15.0,43.74,Rain
Central,5,33.22,68.59,1010.0,11.93,9.33,27.67,Cloudy
North,6,24.79,68.48,1006.34,8.31,24.59,100.0,Cloudy
West,9,30.69,72.15,1006.62,12.91,26.38,72.43,Rain
South,6,28.4,84.3,1006.76,10.64,19.35,67.25,Rain
Central,6,26.79,91.95,1005.04,18.54,25.89,92.8,Storm
South,9,26.91,93.14,1000.32,13.43,18.5,51.1,Rain
East,12,21.75,54.69,1003.94,12.03,12.89,35.29,Sunny
East,9,28.05,89.76,1004.34,8.97,32.28,100.0,Rain
West,6,28.36,65.23,1012.6,12.58,14.0,41.66,Rain
North,12,18.69,25.12,1019.52,11.83,8.01,18.57,Sunny
South,10,31.62,73.09,1012.8,5.66,12.5,36.46,Rain
West,2,16.2,32.61,1003.79,8.01,13.29,70.0,Cloudy
West,3,32.1,45.95,1010.56,10.92,3.5,8.06,Cloudy
East,5,37.5,51.05,1016.28,15.87,18.49,63.53,Sunny
North,6,19.8,79.41,1006.09,16.54,20.83,65.26,Rain
South,2,21.99,43.1,1014.89,13.6,15.72,61.73,Sunny
South,3,38.01,65.06,1012.31,11.31,9.87,24.55,Cloudy
West,1,20.07,44.21,1013.42,9.44,7.09,37.36,Sunny
South,1,22.41,50.0,1012.01,10.92,14.51,60.4,Sunny
West,8,22.27,80.99,1001.41,8.54,14.0,59.65,Rain
Central,9,25.65,70.71,1009.96,16.25,22.51,75.07,Rain
West,5,32.6,49.79,1008.32,8.91,3.5,1.1,Sunny
East,2,22.02,49.25,1012.5,10.11,7.5,15.49,Sunny
South,10,33.8,80.67,1006.48,6.55,15.94,49.73,Rain
Central,7,25.07,74.27,1007.53,18.07,18.79,74.65,Rain
East,6,32.1,84.77,1001.97,12.15,25.48,59.8,Rain
West,10,23.35,59.01,1004.66,5.61,11.99,39.69,Cloudy
Central,6,23.46,71.99,1014.38,16.52,16.92,49.33,Rain
Central,8,18.64,75.15,1008.87,6.05,16.5,67.77,Rain
North,10,23.05,62.5,1007.92,18.8,16.47,57.13,Cloudy
West,3,31.79,67.84,1012.55,10.42,3.5,10.17,Sunny
East,5,33.83,77.55,1011.27,9.13,11.94,53.42,Cloudy
East,2,24.11,50.7,1001.86,12.31,19.28,78.96,Cloudy
South,8,29.9,94.04,1016.38,8.15,24.69,86.62,Rain
East,12,26.0,41.78,1012.8,11.67,16.51,38.78,Cloudy
North,12,20.44,34.22,1006.13,8.73,3.72,11.36,Fog
Central,11,29.11,71.69,1008.04,11.44,10.65,37.33,Sunny
South,2,23.31,51.81,1007.94,5.78,7.0,27.12,Sunny
Central,4,32.61,58.44,1011.11,16.81,9.02,36.03,Cloudy
West,2,27.38,30.72,1011.63,8.14,2.5,12.39,Sunny
Central,10,20.8,78.63,1018.65,11.23,14.82,53.16,Rain
West,2,23.16,37.87,1009.82,11.16,10.32,27.57,Cloudy
East,3,32.49,61.4,1009.91,15.25,11.28,60.05,Cloudy
North,4,29.58,43.02,1008.98,5.71,10.91,33.16,Sunny
West,1,26.43,49.44,1009.29,9.75,2.5,12.25,Cloudy
South,5,34.75,65.39,1004.36,9.29,8.0,35.51,Cloudy
South,2,23.9,50.99,1014.34,16.86,21.18,92.18,Cloudy
North,3,31.81,30.16,1008.81,15.07,4.5,15.97,Sunny
East,6,24.06,88.57,1005.64,16.06,19.0,45.79,Rain
North,6,19.82,73.73,994.58,16.39,16.89,74.41,Rain
South,3,35.18,65.35,1010.73,8.94,8.0,29.51,Cloudy
West,9,24.62,74.05,1009.12,13.43,18.77,60.38,Rain
East,8,28.2,86.69,1010.23,11.54,19.0,76.27,Rain
North,11,16.16,53.39,1004.39,9.38,15.1,69.91,Sunny
South,5,42.31,76.13,1008.89,17.6,23.81,94.67,Rain
Central,3,29.2,53.01,1010.3,14.93,6.0,14.16,Sunny
North,10,24.15,52.88,1016.84,10.22,18.14,53.65,Cloudy
East,8,25.82,83.55,1001.41,9.03,19.0,46.3,Rain
Central,5,30.93,58.4,1008.3,11.07,6.0,14.81,Cloudy
South,12,27.47,59.72,1010.51,9.48,9.87,23.53,Sunny
East,12,20.35,54.75,1004.5,4.2,16.79,56.48,Cloudy
South,7,27.96,84.26,999.79,13.23,21.83,71.9,Rain
West,5,30.4,40.35,1008.13,8.33,4.31,18.46,Cloudy
South,4,39.73,47.46,1014.78,9.44,14.74,64.76,Sunny
South,9,28.38,86.3,1014.08,9.74,21.78,100.0,Rain
South,2,25.07,50.92,1004.53,13.53,18.16,45.61,Cloudy
East,4,32.09,55.23,1017.41,14.6,14.27,62.93,Sunny
North,1,20.96,43.66,1009.66,3.49,3.5,14.47,Fog
South,4,31.61,60.59,1003.93,13.74,15.29,48.51,Sunny
East,4,31.74,51.13,1008.7,13.72,14.56,40.09,Cloudy
West,6,24.59,74.59,1009.31,14.51,15.86,46.88,Rain
West,5,32.07,59.38,1004.05,10.15,5.62,24.59,Sunny
North,5,29.82,50.03,1017.84,6.01,5.43,10.0,Cloudy
Central,9,24.46,71.22,1004.61,4.46,16.5,47.98,Rain
Central,10,22.88,74.42,1003.17,8.75,12.29,48.37,Rain
Central,7,21.07,85.0,1007.79,11.16,17.66,73.2,Rain
East,4,35.72,76.81,1006.49,15.37,18.4,68.11,Rain
South,3,34.41,54.29,1004.31,15.26,8.0,19.49,Cloudy
Central,9,24.58,69.04,1003.51,11.94,27.55,100.0,Cloudy
North,12,16.18,44.59,1004.6,8.96,12.23,37.22,Sunny
East,12,21.41,55.64,1015.12,6.03,13.77,21.43,Sunny
West,4,35.58,41.06,1005.68,12.15,3.5,14.28,Sunny
West,9,28.37,68.81,1009.25,10.52,17.48,68.77,Rain
East,6,28.22,84.59,1003.26,13.18,19.0,71.65,Rain
West,5,34.95,42.45,1015.05,12.19,19.57,77.25,Sunny
East,6,21.93,100.0,1008.8,12.81,19.0,76.53,Rain
West,11,27.92,68.36,1017.76,13.97,10.99,33.67,Sunny
South,10,25.99,84.02,1014.6,16.03,14.54,42.63,Rain
East,11,28.4,80.19,1004.78,7.78,13.0,62.6,Rain
East,4,34.63,63.38,1008.01,11.86,11.66,36.53,Cloudy
West,1,23.78,59.04,1007.39,3.11,7.81,24.66,Cloudy
East,2,23.21,49.7,1015.06,11.76,11.27,47.72,Sunny
West,3,31.58,39.12,1012.11,9.92,9.49,31.51,Sunny
West,3,33.71,42.81,1012.25,13.69,3.5,0.46,Sunny
East,4,33.5,66.99,1014.72,17.86,8.5,30.3,Sunny
Central,11,28.69,58.31,1015.16,8.73,14.99,76.71,Cloudy
East,4,33.12,64.32,1015.84,12.74,9.49,33.55,Cloudy
East,9,30.76,88.47,1010.22,17.39,22.82,95.73,Rain
North,11,23.73,72.28,1008.3,19.29,18.35,30.01,Rain
Central,3,32.75,56.16,1011.58,9.47,14.65,53.16,Cloudy
South,8,30.78,100.0,1005.02,16.51,26.74,93.66,Rain
North,9,18.79,67.67,1010.22,12.63,25.75,56.85,Cloudy
West,9,27.88,70.57,1007.4,15.61,24.7,100.0,Rain
West,3,29.61,55.25,1017.29,7.26,10.64,44.26,Cloudy
Central,9,29.48,87.85,1004.48,12.71,16.5,85.84,Rain
South,7,26.17,100.0,1009.45,9.92,18.66,49.22,Rain
South,10,30.69,69.54,1006.1,12.69,12.5,45.34,Cloudy
West,6,28.06,72.39,1009.91,22.8,19.87,74.97,Rain
Central,1,18.58,40.47,1013.9,12.02,5.0,21.22,Sunny
West,12,18.25,36.1,1002.28,11.57,2.5,28.91,Cloudy
South,9,26.22,95.16,1000.1,15.73,23.96,85.63,Rain
East,6,29.16,70.11,1009.13,14.78,19.19,47.01,Rain
West,4,36.76,48.8,1008.41,11.86,19.15,76.49,Sunny
Central,3,30.13,39.83,1010.05,12.21,6.61,15.99,Cloudy
South,5,38.67,65.15,1005.18,11.43,16.87,82.4,Cloudy
South,12,23.44,54.27,1009.79,9.09,7.0,24.72,Sunny
Central,7,26.5,83.74,1011.85,12.65,22.15,89.53,Rain
South,5,37.64,68.79,1008.81,14.74,11.31,15.42,Cloudy
South,5,35.53,59.17,1012.83,5.74,8.0,29.34,Cloudy
West,5,34.14,46.02,1018.28,13.09,9.0,40.66,Cloudy
South,6,33.84,92.59,1004.99,11.81,27.17,97.03,Rain
West,1,21.33,35.63,1011.71,12.61,6.63,35.4,Cloudy
West,4,34.48,35.39,1012.13,16.93,9.58,31.41,Cloudy
East,9,22.05,87.28,1009.45,8.99,23.45,98.66,Rain
West,9,24.57,73.51,1017.74,9.7,21.16,75.57,Rain
West,6,28.53,81.92,998.45,13.64,19.49,76.08,Rain
Central,6,28.65,86.75,1005.88,12.44,16.5,62.46,Rain
North,3,24.09,48.12,1009.93,9.21,14.06,55.96,Cloudy
West,1,19.09,29.33,1011.36,14.11,6.23,15.13,Cloudy
East,11,28.45,82.25,1010.41,15.91,29.28,84.91,Rain
West,6,27.35,88.43,1008.86,7.11,24.18,99.69,Rain
South,7,28.46,89.17,1006.08,13.32,18.5,73.6,Rain
Central,9,25.82,68.32,1014.87,15.29,16.5,42.8,Cloudy
West,1,24.39,35.48,1011.19,16.77,10.61,43.05,Cloudy
South,2,23.22,61.03,1005.14,7.47,7.83,29.89,Cloudy
West,3,29.01,47.46,1004.4,8.73,14.36,65.46,Sunny
East,3,32.08,47.87,1015.27,11.7,8.5,17.24,Cloudy
South,2,20.1,53.97,1011.72,7.03,7.0,13.72,Sunny
South,3,44.94,62.9,1008.48,18.74,8.0,15.46,Sunny
East,4,31.27,58.58,1011.82,14.29,12.72,40.58,Cloudy
East,11,26.23,72.56,1003.49,15.66,24.65,60.96,Rain
North,12,14.52,47.7,1018.86,10.51,6.66,11.66,Fog
North,5,31.18,50.59,1009.31,15.87,17.59,68.69,Sunny
South,7,28.36,85.22,1009.66,22.09,24.53,100.0,Rain
South,5,35.38,66.17,1004.65,16.85,19.48,71.24,Cloudy
Central,4,32.35,45.88,1014.77,19.57,14.45,25.14,Cloudy
East,6,28.39,84.36,1000.74,10.16,30.01,95.85,Rain
North,7,23.65,69.0,1000.64,14.46,29.45,100.0,Cloudy
Central,1,19.27,38.45,1000.33,9.55,5.0,19.01,Cloudy
North,1,13.25,34.53,1010.52,9.2,3.5,3.8,Sunny
West,9,27.1,78.53,1008.09,14.93,14.0,57.14,Rain
East,4,32.81,56.6,1016.23,22.13,8.5,30.56,Sunny
West,1,24.11,38.14,1012.33,16.22,2.5,13.7,Sunny
Central,5,29.57,51.55,1017.07,12.08,16.23,46.12,Cloudy
North,2,22.3,40.27,1007.18,5.66,6.78,17.06,Fog
North,1,14.89,34.38,1013.72,19.57,6.81,44.67,Fog
South,9,26.85,84.07,1002.86,7.7,34.37,100.0,Rain
South,11,26.42,78.25,1007.51,10.79,12.5,18.01,Rain
North,4,31.05,53.31,1014.54,14.19,5.33,19.12,Cloudy
East,5,33.89,62.87,1005.98,15.51,23.71,65.84,Sunny
East,8,28.64,81.32,997.01,8.21,23.12,100.0,Rain
East,8,23.59,85.72,1006.16,14.24,20.23,49.17,Rain
West,9,26.94,58.12,1011.95,13.88,17.5,57.93,Rain
North,12,19.95,36.93,1009.56,11.73,19.37,45.76,Fog
East,7,27.03,84.59,1010.47,10.6,19.0,48.91,Rain
East,10,23.73,71.48,1001.69,11.06,26.19,75.01,Rain
East,1,22.62,49.87,1002.87,14.37,8.55,19.98,Sunny
North,4,31.32,51.13,1008.23,9.48,8.11,11.78,Sunny
West,7,30.84,78.93,1009.81,18.71,27.5,90.92,Storm
East,4,28.01,47.22,1008.37,10.78,13.07,39.04,Sunny
West,5,35.77,56.29,1004.66,11.27,11.72,49.31,Cloudy
North,7,25.31,79.09,1013.26,13.53,15.0,78.74,Rain
East,10,29.68,81.12,1008.91,13.16,14.17,40.97,Rain
North,7,19.77,85.64,1007.27,15.19,15.0,60.67,Rain
South,3,33.39,66.76,1005.87,12.7,8.0,29.81,Cloudy
East,11,26.32,69.21,1008.91,10.44,13.0,65.67,Sunny
West,10,25.58,57.34,1005.26,10.24,10.81,28.35,Cloudy
South,9,28.83,100.0,1013.18,15.82,29.49,100.0,Rain
East,3,35.37,57.6,1008.3,16.13,15.82,40.13,Cloudy
East,12,18.25,51.79,1013.73,13.04,9.92,35.74,Cloudy
North,8,23.42,78.4,1008.6,2.62,19.64,75.75,Rain
Central,8,25.45,78.48,1006.04,9.27,18.95,78.36,Rain
South,12,22.83,50.49,1012.01,11.07,7.22,33.31,Sunny
West,2,22.2,41.06,1014.3,17.53,9.04,21.25,Cloudy
Central,8,23.15,86.18,1013.93,20.04,20.98,53.9,Rain
South,7,28.11,88.66,1006.12,12.46,21.56,76.39,Rain
East,9,28.58,92.44,1006.97,12.66,19.0,35.0,Rain
North,5,30.25,44.46,1007.76,19.88,5.17,31.85,Sunny
Central,11,27.21,67.96,1014.03,9.57,21.79,65.09,Sunny
South,10,31.4,80.26,1008.89,8.97,14.74,52.24,Rain
South,2,27.04,47.97,1006.26,7.88,11.64,39.87,Cloudy
South,10,27.34,80.61,1006.89,15.08,14.19,47.15,Rain
Central,9,22.78,72.85,1008.4,10.68,20.78,99.29,Rain
North,6,20.1,59.07,1010.79,17.36,20.97,58.41,Rain
East,11,31.16,76.81,1013.5,15.41,17.91,54.24,Rain
East,4,32.23,71.37,1015.69,7.24,10.13,25.89,Sunny
East,12,23.32,44.87,1013.43,17.33,7.5,26.6,Cloudy
East,3,33.64,79.51,998.14,12.96,16.82,47.2,Rain
West,11,26.7,62.34,1005.25,10.23,8.0,41.6,Sunny
West,10,24.94,71.85,1004.41,14.22,8.0,48.81,Sunny
East,12,20.15,64.88,1009.6,15.59,10.42,33.62,Cloudy
South,6,29.54,80.45,1002.63,12.18,25.95,100.0,Rain
Central,4,28.05,62.78,1008.49,12.38,6.0,26.05,Sunny
East,11,27.89,80.12,999.27,14.42,13.0,10.08,Rain
West,2,18.44,39.63,1001.91,13.48,3.12,0.0,Cloudy
Central,8,23.2,82.48,1005.37,8.21,18.75,71.3,Rain
Central,3,37.28,66.61,1008.4,10.79,6.0,13.03,Sunny
East,9,26.15,60.29,1012.99,17.85,21.4,75.01,Cloudy
West,10,25.06,67.01,1011.26,4.21,8.0,24.6,Sunny
South,6,31.06,86.88,1005.14,13.34,24.93,79.75,Rain
North,10,24.22,63.02,1006.9,13.19,28.87,81.86,Cloudy
East,5,35.39,43.64,1005.64,12.39,8.5,23.6,Sunny
East,1,16.14,44.48,1013.01,11.23,8.0,38.1,Cloudy
East,11,24.8,77.85,1013.6,17.61,14.33,41.36,Rain
North,3,24.72,40.02,1006.0,7.73,4.5,29.4,Sunny
South,8,27.87,93.52,1003.55,17.88,24.48,55.34,Rain
West,1,16.12,45.66,1009.27,15.87,2.5,8.38,Sunny
West,9,24.58,76.14,1006.09,8.95,18.03,39.88,Rain
South,8,26.56,96.11,1006.85,16.9,27.66,92.35,Rain
Central,11,20.8,57.27,1007.27,14.4,22.55,62.41,Sunny
North,12,17.12,54.33,1014.29,12.12,7.28,8.18,Fog
West,4,39.62,51.79,1012.14,4.46,3.5,22.73,Sunny
South,8,29.31,82.36,1009.11,18.35,19.81,75.6,Rain
North,6,22.14,80.51,1007.69,14.65,15.0,55.25,Rain
South,10,25.18,71.93,1007.55,12.72,19.17,54.68,Rain
West,4,36.09,53.26,1007.61,9.0,3.5,21.83,Sunny
West,7,27.54,61.17,1000.22,12.02,14.0,62.65,Rain
Central,4,31.18,57.43,1014.08,14.14,15.22,16.37,Cloudy
South,12,21.61,46.87,1007.98,14.13,7.0,14.15,Cloudy
South,3,34.13,59.82,1015.81,13.92,9.52,24.52,Sunny
East,10,30.12,77.72,1011.5,6.59,13.53,56.11,Rain
South,10,33.92,78.23,1001.73,13.05,24.67,86.75,Rain
South,5,39.72,78.9,996.91,11.64,10.78,39.6,Cloudy
Central,11,19.86,64.82,1016.95,18.8,15.11,61.44,Cloudy
Central,12,24.29,44.13,1007.68,16.66,8.27,16.37,Cloudy
South,2,19.72,47.69,1013.95,12.29,9.02,28.6,Cloudy
South,10,31.53,68.17,1014.73,12.34,12.5,41.37,Cloudy
North,10,21.39,57.86,1007.12,16.09,9.0,9.86,Sunny
Central,11,32.09,70.56,1007.61,17.03,20.51,64.83,Rain
East,9,25.88,81.61,1007.52,22.69,32.3,100.0,Storm
East,9,23.45,90.98,998.9,14.78,19.0,96.84,Rain
East,3,33.92,53.51,1008.29,9.6,9.92,42.02,Sunny
West,3,35.48,59.41,1006.84,6.73,15.97,64.86,Cloudy
Central,12,20.45,34.11,1008.8,9.55,9.03,30.78,Sunny
North,4,30.33,43.61,1007.88,16.59,10.54,46.15,Cloudy
Central,7,24.12,87.33,1005.36,17.14,16.5,43.67,Rain
Central,2,25.86,43.76,1015.45,3.67,8.9,34.21,Cloudy
South,1,25.74,58.39,999.31,18.11,14.06,59.74,Sunny
North,7,22.54,70.33,1012.0,6.71,15.0,29.95,Rain
West,2,22.25,32.81,1006.45,10.98,2.5,12.87,Cloudy
Central,8,25.14,74.98,1011.74,16.54,20.24,76.16,Rain
West,1,22.21,47.71,1009.04,10.95,7.81,19.17,Cloudy
Central,11,31.53,69.28,1007.89,12.35,13.45,44.98,Cloudy
Central,12,18.62,44.4,1003.99,7.06,12.89,41.14,Cloudy
Central,1,16.57,45.85,1010.94,7.46,9.25,28.22,Sunny
East,10,25.19,78.74,1003.24,12.12,15.86,35.55,Rain
South,3,37.7,53.67,1006.45,20.63,15.24,40.31,Cloudy
North,10,20.94,65.17,1005.52,23.96,13.76,50.37,Sunny
Central,4,33.12,59.42,1012.93,8.7,12.56,58.11,Cloudy
West,11,29.9,65.27,998.99,18.01,11.34,32.51,Sunny
West,2,23.67,39.95,1010.61,11.04,4.31,0.0,Cloudy
Central,12,20.34,52.42,1005.38,14.83,10.44,56.07,Cloudy
Central,9,25.66,84.21,1005.75,17.59,22.53,90.26,Rain
South,2,21.88,62.61,1014.75,10.78,7.0,0.0,Cloudy
Central,1,22.07,44.11,1017.54,5.25,10.46,46.0,Cloudy
West,7,26.64,72.21,1019.24,14.45,14.0,55.27,Rain
Central,4,34.16,55.76,1010.47,16.18,17.05,28.49,Sunny
East,12,22.08,39.64,1004.15,10.7,12.19,40.02,Cloudy
Central,5,26.63,57.53,1008.59,13.53,6.0,22.67,Sunny
West,2,16.99,49.98,1014.1,19.92,10.47,38.77,Cloudy
South,10,25.8,72.96,1010.03,8.52,12.5,37.65,Rain
Central,5,29.64,56.31,1010.52,4.39,6.0,15.7,Cloudy
Central,9,25.15,66.91,1010.71,13.27,16.5,56.37,Cloudy
West,2,21.83,44.9,1011.02,4.35,6.75,18.38,Cloudy
West,6,23.38,80.89,1014.01,15.2,25.65,95.71,Rain
North,6,16.68,74.18,1010.32,12.31,21.1,78.42,Rain
West,12,21.93,40.4,1013.02,9.05,4.48,20.77,Cloudy
West,10,28.66,65.64,1015.98,13.21,14.0,61.25,Cloudy
East,10,28.48,73.63,1004.71,21.31,23.86,100.0,Rain
North,1,14.86,20.37,1008.77,8.2,3.5,15.12,Fog
East,11,30.45,85.91,1002.62,21.77,26.63,100.0,Storm
East,7,22.91,77.96,1004.6,8.75,21.21,69.77,Rain
North,11,23.02,64.04,1010.65,11.19,14.81,51.35,Cloudy
West,12,17.22,42.66,1011.25,11.78,5.97,22.76,Cloudy
North,9,23.77,65.19,1011.27,11.67,15.0,66.82,Cloudy
East,9,20.13,89.1,1007.48,16.57,34.66,100.0,Rain
North,9,19.47,63.22,1010.49,16.96,16.03,58.21,Rain
North,6,26.25,72.16,1019.52,10.41,15.26,35.57,Rain
North,5,25.5,45.93,1016.62,16.31,5.78,23.26,Sunny
South,7,25.52,90.12,1013.17,7.85,22.45,84.94,Rain
North,12,13.27,33.54,1013.19,10.99,13.98,36.36,Fog
East,12,17.11,46.75,1019.08,14.05,12.63,61.77,Cloudy
North,8,21.66,67.14,1012.92,6.04,20.3,60.18,Cloudy
North,2,18.32,32.5,1011.95,5.94,18.31,54.82,Fog
South,1,21.12,57.06,1015.52,9.27,7.0,12.11,Cloudy
East,6,31.77,78.3,1011.12,17.82,19.0,83.96,Rain
South,3,33.54,68.36,1008.4,17.59,11.56,52.35,Sunny
Central,1,16.9,58.28,1011.97,11.88,5.0,7.04,Cloudy
South,12,22.75,49.24,1000.59,6.83,19.75,53.37,Sunny
South,11,22.88,72.52,1010.75,11.67,16.03,47.69,Rain
East,8,26.43,87.49,1001.61,5.74,22.51,100.0,Rain
South,5,38.45,58.93,1012.02,12.1,12.12,63.92,Sunny
South,11,24.95,77.15,1011.01,18.78,18.58,58.35,Rain
South,7,28.93,86.55,1011.13,16.76,20.74,95.45,Rain
West,5,31.81,52.73,1020.26,14.0,13.96,31.22,Cloudy
West,8,25.79,80.76,1007.62,18.1,14.0,48.4,Rain
Central,5,32.24,59.88,1006.44,12.6,15.2,48.72,Sunny
West,10,28.45,57.44,1011.51,12.3,8.0,34.01,Cloudy
South,4,33.02,68.46,1000.57,13.4,16.08,70.01,Cloudy
East,4,37.78,58.61,1007.72,13.57,16.71,23.78,Cloudy
North,2,14.98,32.73,1007.73,14.9,3.5,12.89,Sunny
South,9,34.36,86.72,1005.11,9.55,21.48,60.4,Rain
West,10,21.78,70.83,1015.21,12.44,8.65,31.52,Sunny
South,10,28.56,94.78,1014.19,14.6,12.5,54.05,Rain
Central,11,28.56,71.61,1006.07,10.43,18.03,48.56,Rain
South,1,19.87,50.55,1004.12,6.72,7.0,13.05,Cloudy
South,9,28.75,86.87,998.17,9.44,23.72,81.89,Rain
West,10,28.13,71.84,1009.52,11.48,8.0,27.98,Sunny
South,1,26.62,64.84,1011.83,9.54,7.0,30.76,Cloudy
West,1,20.94,29.78,1012.26,11.73,8.55,28.86,Cloudy
Central,4,36.04,52.03,1010.02,8.47,9.13,35.78,Sunny
East,8,30.18,84.69,1012.63,8.75,19.0,71.48,Rain
East,12,20.41,49.87,1013.77,7.64,12.79,26.68,Cloudy
Central,2,15.61,49.29,1004.21,9.66,8.64,25.74,Sunny
Central,10,20.45,73.35,998.67,13.04,10.5,58.7,Cloudy
North,11,21.66,68.55,1004.56,7.64,23.78,94.0,Cloudy
North,1,18.91,22.02,1012.64,7.48,3.5,16.18,Fog
West,8,25.22,66.15,1008.29,11.78,16.1,73.3,Cloudy
East,6,27.15,82.42,1008.74,5.51,19.0,69.88,Rain
West,8,24.95,67.31,1010.73,10.54,17.26,55.56,Rain
Central,9,25.35,80.53,1008.92,14.02,16.5,51.03,Rain
North,8,24.29,73.66,1001.49,13.33,15.0,52.0,Rain
South,2,26.76,45.37,1008.06,10.68,14.72,20.36,Sunny
Central,4,34.19,54.25,1009.03,14.62,6.0,35.48,Sunny
South,6,24.15,79.94,1010.34,7.89,30.21,81.62,Rain
South,9,28.24,100.0,1010.03,20.09,26.4,71.09,Storm
East,1,19.84,44.19,1007.85,7.56,14.49,45.18,Sunny
East,3,30.04,67.86,1013.13,10.08,10.51,46.52,Sunny
West,10,30.74,64.52,1009.37,10.46,9.25,55.83,Cloudy
East,1,24.05,46.5,1010.42,4.05,7.5,35.62,Cloudy
